,Neighborhood ID,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
29,0,40.89470517661,-73.84720052054902,Jerry's Pizza,40.87601797978397,-73.84935772536127,Pizza Place
30,0,40.89470517661,-73.84720052054902,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
31,0,40.89470517661,-73.84720052054902,Irish Coffee Shop,40.90344880165295,-73.86647719308189,American Restaurant
32,0,40.89470517661,-73.84720052054902,Country Thyme Cuisine,40.87688005361567,-73.83773352710116,Caribbean Restaurant
33,0,40.89470517661,-73.84720052054902,The Chipper Truck,40.899619499543256,-73.87147353617637,Food Truck
34,0,40.89470517661,-73.84720052054902,McLean Ave Bagel Cafe,40.90350894379896,-73.8668795698948,Bagel Shop
35,0,40.89470517661,-73.84720052054902,Curry Spot,40.897624941880906,-73.86714729157393,Indian Restaurant
36,0,40.89470517661,-73.84720052054902,Frank's Soup Bowl,40.877494,-73.85914100000001,Soup Place
37,0,40.89470517661,-73.84720052054902,Carvel Ice Cream,40.90356764692581,-73.86700569756813,Ice Cream Shop
38,0,40.89470517661,-73.84720052054902,Caribbean Supermarket,40.909299,-73.846659,Caribbean Restaurant
39,0,40.89470517661,-73.84720052054902,Bella Napoli,40.90104699212248,-73.86181199224012,Pizza Place
40,0,40.89470517661,-73.84720052054902,The Cookie Factory,40.87646144059442,-73.8393530654225,Bakery
41,0,40.89470517661,-73.84720052054902,Restaurant Depot,40.898282183198326,-73.82368304989407,Kitchen Supply Store
42,0,40.89470517661,-73.84720052054902,New Opti-Lite Nails,40.8826260934483,-73.86313228037953,Spa
43,0,40.89470517661,-73.84720052054902,Walgreens,40.87889076574504,-73.84405866265303,Pharmacy
44,0,40.89470517661,-73.84720052054902,Golden Krust Caribbean Restaurant,40.88391350716506,-73.86255145773822,Caribbean Restaurant
45,0,40.89470517661,-73.84720052054902,Champion Bakery Inc.,40.8879078,-73.86009279999999,Bakery
46,0,40.89470517661,-73.84720052054902,Yumi Asian Bistro & Hibachi Steak House,40.89341523171208,-73.82032545549927,Asian Restaurant
47,0,40.89470517661,-73.84720052054902,HomeGoods,40.890846,-73.8207991,Furniture / Home Store
48,0,40.89470517661,-73.84720052054902,JP Clarke's Saloon,40.90345474457597,-73.86669497516459,Bar
49,0,40.89470517661,-73.84720052054902,Gooddine,40.886208,-73.861029,Caribbean Restaurant
50,0,40.89470517661,-73.84720052054902,CVS pharmacy,40.901299496112586,-73.8262024217546,Pharmacy
51,0,40.89470517661,-73.84720052054902,McDonald's,40.90264544569362,-73.84948544204235,Fast Food Restaurant
52,0,40.89470517661,-73.84720052054902,T-Mobile,40.8932163,-73.8572509,Mobile Phone Shop
53,0,40.89470517661,-73.84720052054902,Subway,40.89046821651127,-73.8491520209833,Sandwich Place
54,0,40.89470517661,-73.84720052054902,Gold Star,40.88347579528544,-73.86277675693894,Restaurant
55,0,40.89470517661,-73.84720052054902,PalmTree Marketplace,40.88054010513576,-73.84084777467953,Grocery Store
56,0,40.89470517661,-73.84720052054902,Club Mystique,40.88414927642994,-73.85647600392656,Nightclub
57,0,40.89470517661,-73.84720052054902,Walgreens,40.89875681347848,-73.85444551706314,Pharmacy
58,0,40.89470517661,-73.84720052054902,White Castle,40.880305425491414,-73.8420064441382,Fast Food Restaurant
59,0,40.89470517661,-73.84720052054902,Richie Rich Caribbean Taste Restaurant,40.87552302991695,-73.84979088186739,Caribbean Restaurant
60,0,40.89470517661,-73.84720052054902,Dollar Tree,40.89356135604874,-73.82026271600698,Discount Store
61,0,40.89470517661,-73.84720052054902,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop
62,0,40.89470517661,-73.84720052054902,New Taste West Indian American,40.885837,-73.855142,Caribbean Restaurant
63,0,40.89470517661,-73.84720052054902,241 St Cafe & Restaurant,40.90379,-73.850532,American Restaurant
64,0,40.89470517661,-73.84720052054902,Sean's Quality Deli,40.897669,-73.86744499999999,Deli / Bodega
65,0,40.89470517661,-73.84720052054902,Chase Bank,40.90179402961945,-73.86271745763119,Bank
66,0,40.89470517661,-73.84720052054902,Dunkin',40.8943023,-73.8236541,Donut Shop
67,0,40.89470517661,-73.84720052054902,T-Mobile,40.887837,-73.860183,Mobile Phone Shop
68,0,40.89470517661,-73.84720052054902,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega
69,0,40.89470517661,-73.84720052054902,Shell,40.894187118166535,-73.84586195733382,Gas Station
70,0,40.89470517661,-73.84720052054902,Cue Lounge,40.884163389332585,-73.8564844261784,Bar
71,0,40.89470517661,-73.84720052054902,E&L Bakery,40.893564000000005,-73.85699699999999,Bakery
72,0,40.89470517661,-73.84720052054902,Western Beef,40.907364411650406,-73.82791998664852,Grocery Store
73,0,40.89470517661,-73.84720052054902,Valvoline Instant Oil Change,40.914541,-73.850818,Automotive Shop
74,0,40.89470517661,-73.84720052054902,Speedway,40.89937525445005,-73.8575414128801,Gas Station
75,0,40.89470517661,-73.84720052054902,Dunkin',40.896036409903786,-73.86357007637196,Donut Shop
76,0,40.89470517661,-73.84720052054902,McLean Corner Café,40.90413611432376,-73.8677211813664,Diner
77,0,40.89470517661,-73.84720052054902,Mckeon's pub,40.90284485363276,-73.86451978646946,Arcade
78,0,40.89470517661,-73.84720052054902,Baskin-Robbins,40.90517686917014,-73.85793518398577,Ice Cream Shop
79,0,40.89470517661,-73.84720052054902,Domino's Pizza,40.89844256649264,-73.85485053062439,Pizza Place
80,0,40.89470517661,-73.84720052054902,Fine Fare,40.88924476474482,-73.84357937403945,Supermarket
81,0,40.89470517661,-73.84720052054902,Dunkin',40.89838958635662,-73.85464265921001,Donut Shop
82,0,40.89470517661,-73.84720052054902,Carvel Ice Cream,40.91426703507509,-73.85272044115577,Ice Cream Shop
83,0,40.89470517661,-73.84720052054902,Golden Krust Caribbean Restaurant,40.888488,-73.83108299999999,Caribbean Restaurant
84,0,40.89470517661,-73.84720052054902,Xing Lung Chinese Restaurant,40.8887854684858,-73.83122576835156,Chinese Restaurant
85,0,40.89470517661,-73.84720052054902,Columbus Diner,40.89446524525078,-73.82424218679706,Diner
86,0,40.89470517661,-73.84720052054902,Dollar Tree,40.90495681762695,-73.82696533203125,Discount Store
87,0,40.89470517661,-73.84720052054902,United States Postal Service - Cranford Station,40.903396,-73.85084,Post Office
88,0,40.89470517661,-73.84720052054902,24 Hour Fitness,40.89229756193752,-73.82047365234841,Gym / Fitness Center
89,0,40.89470517661,-73.84720052054902,Behan's Pub,40.89858450390552,-73.86750725480708,Bar
90,0,40.89470517661,-73.84720052054902,The UPS Store,40.903501168284855,-73.86698551856631,Shipping Store
91,0,40.89470517661,-73.84720052054902,The Argonaut,40.91349663346332,-73.85691524669633,Diner
92,0,40.89470517661,-73.84720052054902,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley
93,0,40.89470517661,-73.84720052054902,Shopwell Plaza,40.88414438691145,-73.83200095565496,Shopping Mall
94,0,40.89470517661,-73.84720052054902,Enterprise Rent-A-Car,40.89609114069422,-73.8653639853328,Rental Car Location
95,0,40.89470517661,-73.84720052054902,Pizza King,40.91284256588109,-73.8372906453381,Italian Restaurant
96,0,40.89470517661,-73.84720052054902,Rivers Edge,40.90121764767051,-73.86169833552508,Italian Restaurant
97,0,40.89470517661,-73.84720052054902,Moriarty's Bar & Restaurant,40.90296619676567,-73.8650589348822,Pub
98,0,40.89470517661,-73.84720052054902,Tombolino Ristorante,40.91326394913279,-73.85777032045085,Italian Restaurant
99,0,40.89470517661,-73.84720052054902,Jimmy's Best Chinese Restaurant,40.8841792178673,-73.83268490851218,Asian Restaurant
100,1,40.87429419303012,-73.82993910812398,Country Thyme Cuisine,40.87688005361567,-73.83773352710116,Caribbean Restaurant
101,1,40.87429419303012,-73.82993910812398,Stop & Shop,40.8685268,-73.8257547,Supermarket
102,1,40.87429419303012,-73.82993910812398,Panera Bread,40.8678755,-73.8278348,Bakery
103,1,40.87429419303012,-73.82993910812398,Dumplin Shop,40.876042191838856,-73.83595004760689,Dumpling Restaurant
104,1,40.87429419303012,-73.82993910812398,Taco Bell,40.88302914904598,-73.82490116273638,Fast Food Restaurant
105,1,40.87429419303012,-73.82993910812398,The Cookie Factory,40.87646144059442,-73.8393530654225,Bakery
106,1,40.87429419303012,-73.82993910812398,Fish & Ting,40.885656,-73.829197,Caribbean Restaurant
107,1,40.87429419303012,-73.82993910812398,Nicks Pizza,40.870351831445014,-73.84617111612273,Pizza Place
108,1,40.87429419303012,-73.82993910812398,Bay Plaza Shopping Center,40.867410043679406,-73.82665440072603,Shopping Mall
109,1,40.87429419303012,-73.82993910812398,Sangria Cafe,40.869620114462194,-73.82807151742419,Spanish Restaurant
110,1,40.87429419303012,-73.82993910812398,Carter's,40.866811,-73.827478,Kids Store
111,1,40.87429419303012,-73.82993910812398,Ultimate Grill,40.87088,-73.84652,Caribbean Restaurant
112,1,40.87429419303012,-73.82993910812398,Rite Aid,40.8703448818904,-73.82830202579498,Pharmacy
113,1,40.87429419303012,-73.82993910812398,The Mall at Bay Plaza,40.864451733276816,-73.82757339860808,Shopping Mall
114,1,40.87429419303012,-73.82993910812398,Fratelli's,40.86301897888721,-73.84360740712835,Italian Restaurant
115,1,40.87429419303012,-73.82993910812398,Dollar Tree,40.87012498449601,-73.82898863175873,Discount Store
116,1,40.87429419303012,-73.82993910812398,Caridad & Louie,40.86584304086998,-73.83770669702484,Spanish Restaurant
117,1,40.87429419303012,-73.82993910812398,Four Seasons Nails,40.869285,-73.844468,Spa
118,1,40.87429419303012,-73.82993910812398,Victoria's Secret,40.864068,-73.826758,Lingerie Store
119,1,40.87429419303012,-73.82993910812398,Red Lobster,40.869059,-73.826987,Seafood Restaurant
120,1,40.87429419303012,-73.82993910812398,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
121,1,40.87429419303012,-73.82993910812398,Jerry's Pizza,40.87601797978397,-73.84935772536127,Pizza Place
122,1,40.87429419303012,-73.82993910812398,Chipotle Mexican Grill,40.868854,-73.82627,Mexican Restaurant
123,1,40.87429419303012,-73.82993910812398,Gourmet Express,40.890508467185455,-73.81759071296698,Café
124,1,40.87429419303012,-73.82993910812398,Five Below,40.86826210150015,-73.82481112912296,Discount Store
125,1,40.87429419303012,-73.82993910812398,Planet Fitness,40.86329786974066,-73.83556764832478,Gym / Fitness Center
126,1,40.87429419303012,-73.82993910812398,UNIQLO,40.864135,-73.826787,Clothing Store
127,1,40.87429419303012,-73.82993910812398,Fairway Market,40.89176235395443,-73.82037622564654,Grocery Store
128,1,40.87429419303012,-73.82993910812398,Dallas BBQ,40.86795564512483,-73.82530024455193,BBQ Joint
129,1,40.87429419303012,-73.82993910812398,Gun Hill Brewing Co.,40.872138857648295,-73.85569833690343,Brewery
130,1,40.87429419303012,-73.82993910812398,Panera Bread,40.8914937,-73.8190083,Bakery
131,1,40.87429419303012,-73.82993910812398,iLoveKickboxing,40.8528708,-73.8280849,Gym
132,1,40.87429419303012,-73.82993910812398,JCPenney,40.8647398,-73.8263536,Department Store
133,1,40.87429419303012,-73.82993910812398,Kinetic Sports Club,40.89221928580828,-73.81810901930359,Gym
134,1,40.87429419303012,-73.82993910812398,Sal & Doms Bakery,40.865376850385296,-73.85523627405723,Dessert Shop
135,1,40.87429419303012,-73.82993910812398,Fancy Feet Dance Studio,40.8655667,-73.8493081,Dance Studio
136,1,40.87429419303012,-73.82993910812398,Jackie's West Indian Bakery,40.88928305984094,-73.84330953453158,Caribbean Restaurant
137,1,40.87429419303012,-73.82993910812398,Walgreens,40.87889076574504,-73.84405866265303,Pharmacy
138,1,40.87429419303012,-73.82993910812398,Outback Steakhouse,40.864405756895266,-73.82834541056516,Steakhouse
139,1,40.87429419303012,-73.82993910812398,Royal Coach Diner,40.87254,-73.85436,Diner
140,1,40.87429419303012,-73.82993910812398,Turtle Cove Driving Range,40.86333738733951,-73.80782936887348,Golf Driving Range
141,1,40.87429419303012,-73.82993910812398,Olive Garden,40.86448322844173,-73.82789397598344,Italian Restaurant
142,1,40.87429419303012,-73.82993910812398,Fairway Wines & Spirits,40.89161191917169,-73.8204496174189,Wine Shop
143,1,40.87429419303012,-73.82993910812398,Walgreens,40.8630428,-73.8431546,Pharmacy
144,1,40.87429419303012,-73.82993910812398,Pelham Bay Park,40.854656417124296,-73.81576538085938,Park
145,1,40.87429419303012,-73.82993910812398,Pelham Bay and Split Rock Golf Courses,40.87353199716237,-73.80869594356892,Golf Course
146,1,40.87429419303012,-73.82993910812398,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
147,1,40.87429419303012,-73.82993910812398,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant
148,1,40.87429419303012,-73.82993910812398,HomeGoods,40.890846,-73.8207991,Furniture / Home Store
149,1,40.87429419303012,-73.82993910812398,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place
150,1,40.87429419303012,-73.82993910812398,DSW,40.86780417901166,-73.82672677193412,Shoe Store
151,1,40.87429419303012,-73.82993910812398,Stop and Shop,40.8805081,-73.8251382,Supermarket
152,1,40.87429419303012,-73.82993910812398,PetSmart,40.8929875,-73.8178154,Pet Store
153,1,40.87429419303012,-73.82993910812398,Starbucks,40.86561735082342,-73.82726323730006,Coffee Shop
154,1,40.87429419303012,-73.82993910812398,Ripe Kitchen & Bar,40.898151685683544,-73.83887499584462,Caribbean Restaurant
155,1,40.87429419303012,-73.82993910812398,Empire Bagels,40.8493916428526,-73.83052713165733,Bagel Shop
156,1,40.87429419303012,-73.82993910812398,Lollipops Gelato,40.894123150205274,-73.84589162362325,Dessert Shop
157,1,40.87429419303012,-73.82993910812398,Yumi Asian Bistro & Hibachi Steak House,40.89341523171208,-73.82032545549927,Asian Restaurant
158,1,40.87429419303012,-73.82993910812398,Frank's Soup Bowl,40.877494,-73.85914100000001,Soup Place
159,1,40.87429419303012,-73.82993910812398,DSW Designer Shoe Warehouse,40.8678309,-73.8270381,Shoe Store
160,1,40.87429419303012,-73.82993910812398,Battaglia's Market,40.8629219,-73.8437299,Grocery Store
161,1,40.87429419303012,-73.82993910812398,Pelham Bay Park ( Dog Run ),40.85057630453168,-73.82111693193285,Dog Run
162,1,40.87429419303012,-73.82993910812398,Starbucks,40.85137110429627,-73.84408747022273,Coffee Shop
163,1,40.87429419303012,-73.82993910812398,Domenick's Pizzeria,40.86557632085589,-73.85812427249664,Pizza Place
164,1,40.87429419303012,-73.82993910812398,PalmTree Marketplace,40.88054010513576,-73.84084777467953,Grocery Store
165,1,40.87429419303012,-73.82993910812398,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop
166,1,40.87429419303012,-73.82993910812398,Chipotle Mexican Grill,40.894003999999995,-73.818455,Mexican Restaurant
167,1,40.87429419303012,-73.82993910812398,Richie Rich Caribbean Taste Restaurant,40.87552302991695,-73.84979088186739,Caribbean Restaurant
168,1,40.87429419303012,-73.82993910812398,White Castle,40.866065155359436,-73.8623072418302,Fast Food Restaurant
169,1,40.87429419303012,-73.82993910812398,Lash West Indian and American Cuisine,40.871159000000006,-73.86305,Food
170,1,40.87429419303012,-73.82993910812398,T-Mobile,40.86852738129755,-73.82726092638222,Mobile Phone Shop
171,1,40.87429419303012,-73.82993910812398,Pier 1 Imports,40.866860229788,-73.8275778293609,Furniture / Home Store
172,1,40.87429419303012,-73.82993910812398,White Castle,40.880305425491414,-73.8420064441382,Fast Food Restaurant
173,1,40.87429419303012,-73.82993910812398,Dunkin',40.8526047,-73.8274719,Donut Shop
174,1,40.87429419303012,-73.82993910812398,Restaurant Depot,40.898282183198326,-73.82368304989407,Kitchen Supply Store
175,1,40.87429419303012,-73.82993910812398,Smashburger,40.890171687288685,-73.82058366950676,Burger Joint
176,1,40.87429419303012,-73.82993910812398,Marshalls,40.8685118,-73.8298548,Department Store
177,1,40.87429419303012,-73.82993910812398,Skyline Bar & Lounge,40.852903953914655,-73.84261235600046,Lounge
178,1,40.87429419303012,-73.82993910812398,Bronx Martial Arts Academy,40.865721,-73.857529,Martial Arts School
179,1,40.87429419303012,-73.82993910812398,Five Guys,40.8939600669499,-73.82007992944773,Burger Joint
180,1,40.87429419303012,-73.82993910812398,GameStop,40.89339494777863,-73.81979831212374,Video Game Store
181,1,40.87429419303012,-73.82993910812398,Venezia Pizzeria,40.85981175200528,-73.85522374820728,Pizza Place
182,1,40.87429419303012,-73.82993910812398,Bronx Spirits - Liqour & Wine,40.872280907330584,-73.84956759428418,Liquor Store
183,1,40.87429419303012,-73.82993910812398,Rite Aid,40.8890623,-73.8429927,Pharmacy
184,1,40.87429419303012,-73.82993910812398,The Pelham Parkway Christmas House,40.857974,-73.839825,Historic Site
185,1,40.87429419303012,-73.82993910812398,Key Food,40.85075906754876,-73.83022703369909,Supermarket
186,1,40.87429419303012,-73.82993910812398,Dollar Tree,40.89356135604874,-73.82026271600698,Discount Store
187,1,40.87429419303012,-73.82993910812398,Five Below,40.8927458,-73.8184962,Discount Store
188,1,40.87429419303012,-73.82993910812398,Pelham Bay Mini Mart,40.85307825115419,-73.82735634075618,Convenience Store
189,1,40.87429419303012,-73.82993910812398,IHOP,40.89003347839588,-73.81958492731994,Breakfast Spot
190,1,40.87429419303012,-73.82993910812398,Giovanni's Italian Restaurant,40.85178560311938,-73.82978599125016,Italian Restaurant
191,1,40.87429419303012,-73.82993910812398,Michaels,40.8927402276495,-73.81806993557348,Arts & Crafts Store
192,1,40.87429419303012,-73.82993910812398,Dunkin',40.8623027781774,-73.8439247675683,Donut Shop
193,1,40.87429419303012,-73.82993910812398,Cafe Lou's,40.87048635118004,-73.8561517156215,Bar
194,1,40.87429419303012,-73.82993910812398,Sugar Bowl,40.89928393106695,-73.83338561318352,Breakfast Spot
195,1,40.87429419303012,-73.82993910812398,Carvel Ice Cream,40.890486685759605,-73.84856772568665,Ice Cream Shop
196,1,40.87429419303012,-73.82993910812398,Dunkin',40.8904587811365,-73.84908886747644,Donut Shop
197,1,40.87429419303012,-73.82993910812398,24 Hour Fitness,40.89229756193752,-73.82047365234841,Gym / Fitness Center
198,1,40.87429419303012,-73.82993910812398,Dunkin',40.8943023,-73.8236541,Donut Shop
199,1,40.87429419303012,-73.82993910812398,Golden Krust,40.876163482666016,-73.84837341308594,Bakery
200,2,40.887555677350775,-73.82780644716412,Fish & Ting,40.885656,-73.829197,Caribbean Restaurant
201,2,40.887555677350775,-73.82780644716412,Taco Bell,40.88302914904598,-73.82490116273638,Fast Food Restaurant
202,2,40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
203,2,40.887555677350775,-73.82780644716412,Fairway Market,40.89176235395443,-73.82037622564654,Grocery Store
204,2,40.887555677350775,-73.82780644716412,Gourmet Express,40.890508467185455,-73.81759071296698,Café
205,2,40.887555677350775,-73.82780644716412,Panera Bread,40.8914937,-73.8190083,Bakery
206,2,40.887555677350775,-73.82780644716412,Kinetic Sports Club,40.89221928580828,-73.81810901930359,Gym
207,2,40.887555677350775,-73.82780644716412,Fairway Wines & Spirits,40.89161191917169,-73.8204496174189,Wine Shop
208,2,40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant
209,2,40.887555677350775,-73.82780644716412,HomeGoods,40.890846,-73.8207991,Furniture / Home Store
210,2,40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place
211,2,40.887555677350775,-73.82780644716412,PetSmart,40.8929875,-73.8178154,Pet Store
212,2,40.887555677350775,-73.82780644716412,Yumi Asian Bistro & Hibachi Steak House,40.89341523171208,-73.82032545549927,Asian Restaurant
213,2,40.887555677350775,-73.82780644716412,Ripe Kitchen & Bar,40.898151685683544,-73.83887499584462,Caribbean Restaurant
214,2,40.887555677350775,-73.82780644716412,Jackie's West Indian Bakery,40.88928305984094,-73.84330953453158,Caribbean Restaurant
215,2,40.887555677350775,-73.82780644716412,Country Thyme Cuisine,40.87688005361567,-73.83773352710116,Caribbean Restaurant
216,2,40.887555677350775,-73.82780644716412,Chipotle Mexican Grill,40.894003999999995,-73.818455,Mexican Restaurant
217,2,40.887555677350775,-73.82780644716412,Lollipops Gelato,40.894123150205274,-73.84589162362325,Dessert Shop
218,2,40.887555677350775,-73.82780644716412,Restaurant Depot,40.898282183198326,-73.82368304989407,Kitchen Supply Store
219,2,40.887555677350775,-73.82780644716412,Dumplin Shop,40.876042191838856,-73.83595004760689,Dumpling Restaurant
220,2,40.887555677350775,-73.82780644716412,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop
221,2,40.887555677350775,-73.82780644716412,The Cookie Factory,40.87646144059442,-73.8393530654225,Bakery
222,2,40.887555677350775,-73.82780644716412,Ice Cream Factory,40.90140761344482,-73.82072344804916,Ice Cream Shop
223,2,40.887555677350775,-73.82780644716412,Smashburger,40.890171687288685,-73.82058366950676,Burger Joint
224,2,40.887555677350775,-73.82780644716412,Five Guys,40.8939600669499,-73.82007992944773,Burger Joint
225,2,40.887555677350775,-73.82780644716412,GameStop,40.89339494777863,-73.81979831212374,Video Game Store
226,2,40.887555677350775,-73.82780644716412,Rite Aid,40.881139,-73.823758,Pharmacy
227,2,40.887555677350775,-73.82780644716412,Dollar Tree,40.89356135604874,-73.82026271600698,Discount Store
228,2,40.887555677350775,-73.82780644716412,Five Below,40.8927458,-73.8184962,Discount Store
229,2,40.887555677350775,-73.82780644716412,IHOP,40.89003347839588,-73.81958492731994,Breakfast Spot
230,2,40.887555677350775,-73.82780644716412,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
231,2,40.887555677350775,-73.82780644716412,Stop & Shop,40.8685268,-73.8257547,Supermarket
232,2,40.887555677350775,-73.82780644716412,Michaels,40.8927402276495,-73.81806993557348,Arts & Crafts Store
233,2,40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley
234,2,40.887555677350775,-73.82780644716412,Panera Bread,40.8678755,-73.8278348,Bakery
235,2,40.887555677350775,-73.82780644716412,Bed Bath & Beyond,40.9004824037123,-73.8179460320134,Furniture / Home Store
236,2,40.887555677350775,-73.82780644716412,Jerry's Pizza,40.87601797978397,-73.84935772536127,Pizza Place
237,2,40.887555677350775,-73.82780644716412,Stop and Shop,40.8805081,-73.8251382,Supermarket
238,2,40.887555677350775,-73.82780644716412,Sugar Bowl,40.89928393106695,-73.83338561318352,Breakfast Spot
239,2,40.887555677350775,-73.82780644716412,Ali's Roti Shop,40.89403569556059,-73.8569349369388,Caribbean Restaurant
240,2,40.887555677350775,-73.82780644716412,Nicks Pizza,40.870351831445014,-73.84617111612273,Pizza Place
241,2,40.887555677350775,-73.82780644716412,Edo's Japanese Steakhouse,40.896951445591746,-73.80410574503182,Japanese Restaurant
242,2,40.887555677350775,-73.82780644716412,Dunkin',40.8943023,-73.8236541,Donut Shop
243,2,40.887555677350775,-73.82780644716412,Ultimate Grill,40.87088,-73.84652,Caribbean Restaurant
244,2,40.887555677350775,-73.82780644716412,Walgreens,40.87889076574504,-73.84405866265303,Pharmacy
245,2,40.887555677350775,-73.82780644716412,CVS pharmacy,40.901299496112586,-73.8262024217546,Pharmacy
246,2,40.887555677350775,-73.82780644716412,24 Hour Fitness,40.89229756193752,-73.82047365234841,Gym / Fitness Center
247,2,40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega
248,2,40.887555677350775,-73.82780644716412,Kingston Tropical Bakery,40.88856833846213,-73.859884895533,Bakery
249,2,40.887555677350775,-73.82780644716412,Rite Aid,40.8890623,-73.8429927,Pharmacy
250,2,40.887555677350775,-73.82780644716412,BJ's Wholesale Club,40.89446298548173,-73.81823479347594,Warehouse Store
251,2,40.887555677350775,-73.82780644716412,Wingstop,40.891268,-73.819114,Wings Joint
252,2,40.887555677350775,-73.82780644716412,Pelham Bay and Split Rock Golf Courses,40.87353199716237,-73.80869594356892,Golf Course
253,2,40.887555677350775,-73.82780644716412,Alfredo's Pizzeria,40.91112293957402,-73.83688949854243,Pizza Place
254,2,40.887555677350775,-73.82780644716412,Double Rainbow,40.90673069710885,-73.81146140757524,Ice Cream Shop
255,2,40.887555677350775,-73.82780644716412,Four Seasons Nails,40.869285,-73.844468,Spa
256,2,40.887555677350775,-73.82780644716412,Bay Plaza Shopping Center,40.867410043679406,-73.82665440072603,Shopping Mall
